Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Found in Sample Group: control,Found in Sample Group: ketamine,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Comet: Comet,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Comet,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Gene Symbol,Gene ID,Reactome Pathways,Ensembl Gene ID,WikiPathways,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (ketamine) / (control),Abundance Ratio Adj. P-Value: (ketamine) / (control),Abundance Ratio Variability [%]: (ketamine) / (control),Abundances (Grouped): control,Abundances (Grouped): ketamine,Abundances (Grouped) CV [%]: control,Abundances (Grouped) CV [%]: ketamine,"Found in Sample: F1: Sample, control","Found in Sample: F4: Sample, control","Found in Sample: F5: Sample, control","Found in Sample: F9: Sample, control","Found in Sample: F2: Sample, ketamine","Found in Sample: F6: Sample, ketamine","Found in Sample: F10: Sample, ketamine","Found in Sample: F11: Sample, ketamine",# Protein Groups,Modifications
TRUE,High,Master Protein,P63017,Heat shock cognate 71 kDa protein OS=Mus musculus OX=10090 GN=Hspa8 PE=1 SV=1,High,High,0,105.871,52,24,370,17,646,70.8,5.52,372.71,249.69,24,21,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;transport;developmental processes;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component,signal transduction activity or receptor binding;nucleic acid binding activity;other molecular function,Pf00012,15481,Hspa8,mmu:15481; P08109; P12225; P63017; Q3U6R0; Q3U764; Q3U7D7; Q3U7E2; Q3U9B4; Q3U9G0; Q3UGM0; Q5FWJ6; Q62373; Q62374; Q62375; Q6NZD0,"Neutrophil degranulation; AUF1 (hnRNP D0) binds and destabilizes mRNA; mRNA Splicing - Major Pathway; Protein methylation; Regulation of HSF1-mediated heat shock response; PKR-mediated signaling; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; Clathrin-mediated endocytosis; Golgi Associated Vesicle Biogenesis; Attenuation phase; Lysosome Vesicle Biogenesis; GABA synthesis, release, reuptake and degradation",ENSMUSG00000015656,Mapk signaling pathway; Exercise-induced circadian regulation,15,7,1.399,0.8112425063,35.7,78.1,121.9,34.04,21.18,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q64133,Amine oxidase [flavin-containing] A OS=Mus musculus OX=10090 GN=Maoa PE=1 SV=3,High,High,0,7.122,8,4,12,4,526,59.6,7.81,8.15,1.84,4,4,other metabolic processes;other biological processes,other membranes;cytosol;mitochondrion,other molecular function,Pf01593,17161,Maoa,B1AX52; mmu:17161; Q64133; Q8K0Z8,Enzymatic degradation of dopamine by COMT; Norepinephrine Neurotransmitter Release Cycle; Enzymatic degradation of Dopamine by monoamine oxidase; Metabolism of serotonin; Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,ENSMUSG00000025037,SIDS susceptibility pathways; Oxidative stress response; Biogenic amine synthesis,9,0,1.328,0.8551374013,33.6,49.6,150.4,94.14,40.59,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P55264,Adenosine kinase OS=Mus musculus OX=10090 GN=Adk PE=1 SV=2,High,High,0,3.542,6,2,4,2,361,40.1,6.21,3.85,1.93,2,1,cell cycle OR cell proliferation;other metabolic processes;other biological processes,plasma membrane;other membranes;cytosol;nucleus,kinase activity;other molecular function,Pf00294,11534,Adk,mmu:11534; P55264; Q6JAM3; Q91VJ3,Ribavirin ADME; Purine salvage,ENSMUSG00000039197,Purine metabolism,3,0,0.787,0.9064480785,61.94,98.9,101.1,83.92,20.6,n/a,Peak Found,n/a,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q9D0K2,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Oxct1 PE=1 SV=1",High,High,0,30.669,25,10,54,10,520,56,8.53,48.87,30.88,10,8,other metabolic processes;other biological processes,,other molecular function,Pf01144,67041,Oxct1,mmu:67041; Q3TIW6; Q9CV92; Q9D0K2,Mitochondrial protein degradation; Utilization of Ketone Bodies,ENSMUSG00000022186,Synthesis and degradation of ketone bodies,3,0,1.139,0.9546907661,30.79,97,103,40.19,40.76,Peak Found,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q9CPQ1,Cytochrome c oxidase subunit 6C OS=Mus musculus OX=10090 GN=Cox6c PE=1 SV=3,High,High,0,2.266,20,2,12,2,76,8.5,10.14,8.54,3.82,2,2,other metabolic processes,,,Pf02937,12864,Cox6c,mmu:12864; Q52KC6; Q9CPQ1,TP53 Regulates Metabolic Genes; Respiratory electron transport; Cytoprotection by HMOX1; Complex IV assembly,ENSMUSG00000014313,Electron transport chain,5,0,1.936,0.2021531421,50.81,58.2,141.8,46.74,58.36,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,Q8QZY9,Splicing factor 3B subunit 4 OS=Mus musculus OX=10090 GN=Sf3b4 PE=1 SV=1,High,High,0,8.884,8,2,6,2,424,44.3,8.56,5.95,4.34,2,2,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus,nucleic acid binding activity;other molecular function,Pf00076,107701,Sf3b4,mmu:107701; Q8QZY9,mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway,ENSMUSG00000068856,mRNA processing,3,0,1.617,0.5228094757,51.27,76.4,123.6,72.29,,Peak Found,n/a,Peak Found,High,n/a,n/a,n/a,High,1,
TRUE,High,Master Protein,P32848,Parvalbumin alpha OS=Mus musculus OX=10090 GN=Pvalb PE=1 SV=3,High,High,0,7.785,27,3,33,3,110,11.9,5.19,25.79,13.72,3,3,cell-cell signaling;other metabolic processes,cytosol;cytoskeleton;other cell component,other molecular function,Pf13499,19293,Pvalb,mmu:19293; P32848,,ENSMUSG00000005716,,0,0,0.595,0.4794177678,28.19,132.4,67.6,28.79,50.71,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P62264,Small ribosomal subunit protein uS11 OS=Mus musculus OX=10090 GN=Rps14 PE=1 SV=3,High,High,0,18.139,36,5,50,5,151,16.3,10.05,40.88,30.74,5,5,cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00411,20044,Rps14,mmu:20044; P06366; P62264; Q544W4,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition",ENSMUSG00000024608,Cytoplasmic ribosomal proteins; mRNA processing,12,0,0.756,0.8766755943,49.92,118.5,81.5,29.71,40.53,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P62852,Small ribosomal subunit protein eS25 OS=Mus musculus OX=10090 GN=Rps25 PE=1 SV=1,High,High,0,11.509,28,4,81,4,125,13.7,10.11,68.89,41.11,4,4,cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes,cytosol;translational apparatus;nucleus;other cell component,other molecular function,Pf03297,75617,Rps25,mmu:75617; P25111; P62852,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition",ENSMUSG00000009927,Cytoplasmic ribosomal proteins,11,0,0.97,0.996783417,32.95,105.7,94.3,24.51,14.92,High,High,High,High,Peak Found,High,High,High,1,
TRUE,Medium,Master Protein,Q5SS00,DBF4-type zinc finger-containing protein 2 homolog OS=Mus musculus OX=10090 GN=Zdbf2 PE=2 SV=1,High,High,0.01,1.021,0,1,10,1,2493,273.6,5.22,4.56,3.49,1,1,cell organization and biogenesis,,,,73884,Zdbf2,mmu:73884; Q3V0Y4; Q5SS00; Q9CUN4,,ENSMUSG00000027520,,0,0,0.723,0.8484763922,29.73,118.6,81.4,36.01,42.74,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q8K5B2,Multiple coagulation factor deficiency protein 2 homolog OS=Mus musculus OX=10090 GN=Mcfd2 PE=1 SV=1,High,High,0,5.002,9,1,4,1,145,16.2,4.72,4.39,4.73,1,1,other metabolic processes;transport,non-structural extracellular;ER/Golgi,other molecular function,Pf13499,193813,Mcfd2,mmu:193813; Q3U9G5; Q8K5B2,COPII-mediated vesicle transport; Cargo concentration in the ER,ENSMUSG00000024150,,2,0,0.874,0.9546907661,42.34,103.2,96.8,36.78,24.21,Peak Found,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q6PDM2,Serine/arginine-rich splicing factor 1 OS=Mus musculus OX=10090 GN=Srsf1 PE=1 SV=3,High,High,0,51.981,43,11,327,11,248,27.7,10.36,300.96,238.79,11,10,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;transport;developmental processes;signal transduction;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00076,110809,Srsf1,B2KGJ5; mmu:110809; Q3UCH2; Q5SXC5; Q6PDM2; Q8BJV3; Q8C1H9,mRNA Splicing - Major Pathway; Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination; mRNA Splicing - Minor Pathway,ENSMUSG00000018379,mRNA processing,7,0,0.734,0.8524926838,36.54,115.2,84.8,11.59,23.46,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P08249,"Malate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Mdh2 PE=1 SV=3",High,High,0,63.147,58,15,156,15,338,35.6,8.68,151.58,75.2,15,11,other metabolic processes,other membranes;mitochondrion;other cell component,other molecular function,"Pf00056, Pf02866",17448,Mdh2,mmu:17448; P08249; Q0QF44; Q8CF79; Q8R1P0,Mitochondrial protein degradation; Malate-aspartate shuttle; Citric acid cycle (TCA cycle),ENSMUSG00000019179,Glycolysis and gluconeogenesis; TCA cycle,5,0,1.392,0.8130359725,42.1,87.4,112.6,24.02,33.86,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P56391,Cytochrome c oxidase subunit 6B1 OS=Mus musculus OX=10090 GN=Cox6b1 PE=1 SV=2,High,High,0,7.349,40,3,4,3,86,10.1,8.72,6.73,,3,,other metabolic processes,other membranes,,Pf02297,110323,Cox6b1,mmu:110323; P56391; Q545A3,TP53 Regulates Metabolic Genes; Respiratory electron transport; Cytoprotection by HMOX1; Complex IV assembly,ENSMUSG00000036751,Electron transport chain,5,0,0.729,0.8508676473,67.99,116.9,83.1,75,48.7,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,1,
TRUE,Medium,Master Protein,A2A4U6,Zinc finger protein 334 OS=Mus musculus OX=10090 GN=Zfp334 PE=1 SV=1,High,High,0.019,0.836,1,1,7,1,679,78.2,9.45,7.4,,1,,other biological processes,nucleus,nucleic acid binding activity;other molecular function,"Pf00096, Pf01352",228876,Zfp334,A2A4U6; mmu:228876,,ENSMUSG00000017667,,0,0,0.799,0.9278797681,37.89,110.6,89.4,34.53,31.68,High,High,High,Peak Found,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,E9Q264,"Myosin, heavy chain 15 OS=Mus musculus OX=10090 GN=Myh15 PE=1 SV=1",High,High,0,2.271,1,2,4,1,1925,221.7,6.13,2.75,0,1,1,developmental processes,cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,"Pf00063, Pf01576, Pf02736",667772,Myh15,E9Q264; mmu:667772,,ENSMUSG00000092009,,0,0,,,,,,,,n/a,n/a,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P97493,"Thioredoxin, mitochondrial OS=Mus musculus OX=10090 GN=Txn2 PE=1 SV=1",High,High,0,3.676,6,1,7,1,166,18.2,7.9,5.77,4.7,1,1,stress response;other biological processes,nucleus;other cell component,other molecular function,Pf00085,56551,Txn2,A2A440; mmu:56551; P97493; Q545D5,Detoxification of Reactive Oxygen Species; Degradation of cysteine and homocysteine,ENSMUSG00000005354,Oxidative stress response,3,0,1.074,0.984305507,26.27,93.7,106.3,28.5,13.31,High,Peak Found,High,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P54227,Stathmin OS=Mus musculus OX=10090 GN=Stmn1 PE=1 SV=2,High,High,0,15.271,30,4,57,4,149,17.3,5.97,42.95,29.68,4,4,cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;signal transduction;other biological processes,other membranes;cytosol;cytoskeleton;other cell component,cytoskeletal activity,Pf00836,16765,Stmn1,mmu:16765; P54227,,ENSMUSG00000028832,PDGFR-alpha and STMN1 cooperate to exacerbate cytotoxic effects of vinblastine; Mapk signaling pathway,2,0,1.674,0.4522764291,66.11,72.8,127.2,55.4,18.18,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q9CZ44,NSFL1 cofactor p47 OS=Mus musculus OX=10090 GN=Nsfl1c PE=1 SV=1,High,High,0,28.689,32,9,40,9,370,40.7,5.15,31.16,29.29,8,9,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component,other molecular function,"Pf00789, Pf08059, Pf14555",386649,Nsfl1c,A2AT03; mmu:386649; Q80Y15; Q8BYL3; Q9CZ44,RHOH GTPase cycle,ENSMUSG00000027455,,1,0,1.079,0.9767557871,34.1,78,122,70.16,62.38,High,Peak Found,High,High,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q921F2,TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1,High,High,0,28.024,31,8,38,8,414,44.5,6.7,38.17,24.06,8,6,cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes,mitochondrion;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00076, Pf18694, Pf20910",230908,Tardbp,mmu:230908; Q3U591; Q3V0E7; Q921F2,,ENSMUSG00000041459,mRNA processing,1,0,1.168,0.9546907661,43.99,97.8,102.2,61.35,30.3,Peak Found,High,High,High,n/a,High,Peak Found,High,1,
TRUE,High,Master Protein,Q61207,Prosaposin OS=Mus musculus OX=10090 GN=Psap PE=1 SV=2,High,High,0,31.64,18,9,117,9,557,61.4,5.19,128.86,54.12,9,4,cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes,non-structural extracellular;other cytoplasmic organelle;other cell component,signal transduction activity or receptor binding;other molecular function,"Pf02199, Pf03489, Pf05184",19156,Psap,mmu:19156; Q60861; Q61207; Q64006; Q64219,Neutrophil degranulation; Platelet degranulation ; Glycosphingolipid catabolism; G alpha (i) signalling events; Peptide ligand-binding receptors,ENSMUSG00000004207,,5,0,1.057,0.9929093196,40.39,91.8,108.2,45.94,21.37,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P35564,Calnexin OS=Mus musculus OX=10090 GN=Canx PE=1 SV=1,High,High,0,42.562,19,9,95,9,591,67.2,4.64,80.5,60.03,9,9,protein metabolism;other metabolic processes;stress response;transport,plasma membrane;other membranes;mitochondrion;ER/Golgi;translational apparatus;nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,Pf00262,12330,Canx,mmu:12330; P35564,"MHC class II antigen presentation; Antigen Presentation: Folding, assembly and peptide loading of class I MHC; Interleukin-35 Signalling; Interleukin-27 signaling; Calnexin/calreticulin cycle",ENSMUSG00000020368,,5,0,1.26,0.9047768804,34.7,92.5,107.5,31.21,16.9,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P40124,Adenylyl cyclase-associated protein 1 OS=Mus musculus OX=10090 GN=Cap1 PE=1 SV=4,High,High,0,5.917,8,3,8,3,474,51.5,7.52,7.33,1.74,3,2,cell organization and biogenesis;transport;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,"Pf01213, Pf08603, Pf21938",12331,Cap1,mmu:12331; P40124; Q8BPT7,Neutrophil degranulation,ENSMUSG00000028656,Insulin signaling,2,0,0.96,0.996783417,6.61,111.1,88.9,,25.62,Peak Found,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P07356,Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2,High,High,0,17.066,21,6,16,6,339,38.7,7.69,15.67,9.7,6,5,cell adhesion;cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;transport;developmental processes;other biological processes,non-structural extracellular;extracellular matrix;plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component,enzyme regulator activity;cytoskeletal activity;other molecular function,Pf00191,12306,Anxa2,mmu:12306; P07356,"Neutrophil degranulation; Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells; Dissolution of Fibrin Clot",ENSMUSG00000032231,Prostaglandin synthesis and regulation,4,0,0.994,0.9975100238,19.84,104,96,27.18,56.56,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P40630,"Transcription factor A, mitochondrial OS=Mus musculus OX=10090 GN=Tfam PE=1 SV=2",High,High,0,21.718,26,6,73,6,243,28,9.69,57.26,32.78,6,6,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes,mitochondrion;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00505, Pf09011",21780,Tfam,mmu:21780; P40630; P97894; P97906; Q543I8; Q9DBM9,Mitochondrial protein degradation; Mitochondrial transcription initiation,ENSMUSG00000003923,Mitochondrial gene expression,3,0,0.834,0.9546907661,36.91,108,92,18.16,23.91,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q6PIE5,Sodium/potassium-transporting ATPase subunit alpha-2 OS=Mus musculus OX=10090 GN=Atp1a2 PE=1 SV=1,High,High,0,186.763,45,37,555,22,1020,112.1,5.55,592.16,356.79,37,29,other metabolic processes;stress response;transport;developmental processes;other biological processes,plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component,transporter activity;other molecular function,"Pf00122, Pf00689, Pf00690, Pf00702, Pf13246",98660,Atp1a2,mmu:98660; Q6PIE5; Q80UZ8,Ion homeostasis; Ion transport by P-type ATPases,ENSMUSG00000007097,,2,16,1.442,0.7521481169,45.35,77,123,48.76,13.69,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P61255,Large ribosomal subunit protein uL24 OS=Mus musculus OX=10090 GN=Rpl26 PE=1 SV=1,High,High,0,7.783,22,4,52,4,145,17.2,10.55,37.98,11.76,4,4,cell cycle OR cell proliferation;protein metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;signal transduction;other biological processes,cytosol;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00467, Pf16906",19941,Rpl26,mmu:19941; P61255; Q02877,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),ENSMUSG00000060938,Cytoplasmic ribosomal proteins; mRNA processing,9,0,0.867,0.9546907661,37.74,112,88,33.27,52.69,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,O35737,Heterogeneous nuclear ribonucleoprotein H OS=Mus musculus OX=10090 GN=Hnrnph1 PE=1 SV=3,High,High,0,40.107,29,10,70,2,449,49.2,6.3,60.43,50.56,10,7,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00076, Pf08080",59013,Hnrnph1,mmu:59013; O35737,mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA,ENSMUSG00000007850,Mecp2 and associated Rett syndrome; mRNA processing,4,8,0.972,0.996783417,31.24,100.2,99.8,32.45,38,Peak Found,Peak Found,High,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q60605,Myosin light polypeptide 6 OS=Mus musculus OX=10090 GN=Myl6 PE=1 SV=3,High,High,0,29.618,54,7,104,7,151,16.9,4.65,97.03,77.6,7,6,other biological processes,cytoskeleton,cytoskeletal activity;other molecular function,,17904,Myl6,mmu:17904; Q60605,Smooth Muscle Contraction; RHO GTPases activate PAKs,ENSMUSG00000090841,Focal adhesion,3,0,1.54,0.630685393,69.34,76.8,123.2,64.65,48.96,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q9Z2I0,Mitochondrial proton/calcium exchanger protein OS=Mus musculus OX=10090 GN=Letm1 PE=1 SV=1,High,High,0,23.667,12,7,20,7,738,82.9,6.52,20.02,14.19,7,5,cell organization and biogenesis;transport;other biological processes,other membranes;mitochondrion,transporter activity;translation activity;other molecular function,Pf07766,56384,Letm1,mmu:56384; Q5PQC5; Q7TMK8; Q80ZX6; Q8CGJ3; Q8K5E5; Q9Z2I0,RHOG GTPase cycle,ENSMUSG00000005299,,1,0,1.21,0.937774543,37.29,89.4,110.6,75.59,41.03,Peak Found,Peak Found,High,High,n/a,Peak Found,Peak Found,High,1,
