Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Found in Sample Group: control,Found in Sample Group: ketamine,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Comet: Comet,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Comet,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Gene Symbol,Gene ID,Reactome Pathways,Ensembl Gene ID,WikiPathways,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (ketamine) / (control),Abundance Ratio Adj. P-Value: (ketamine) / (control),Abundance Ratio Variability [%]: (ketamine) / (control),Abundances (Grouped): control,Abundances (Grouped): ketamine,Abundances (Grouped) CV [%]: control,Abundances (Grouped) CV [%]: ketamine,"Found in Sample: F1: Sample, control","Found in Sample: F4: Sample, control","Found in Sample: F5: Sample, control","Found in Sample: F9: Sample, control","Found in Sample: F2: Sample, ketamine","Found in Sample: F6: Sample, ketamine","Found in Sample: F10: Sample, ketamine","Found in Sample: F11: Sample, ketamine",# Protein Groups,Modifications
TRUE,High,Master Protein,Q9D7S9,Charged multivesicular body protein 5 OS=Mus musculus OX=10090 GN=Chmp5 PE=1 SV=1,High,Peak Found,0,5.365,17,2,3,2,219,24.6,4.79,3.47,2.24,2,1,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cytoplasmic organelle;other cell component,,Pf03357,76959,Chmp5,mmu:76959; Q3UI64; Q9D7S9,Endosomal Sorting Complex Required For Transport (ESCRT),ENSMUSG00000028419,,1,0,0.721,0.8378529416,38.31,116.2,83.8,29.03,,Peak Found,n/a,Peak Found,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q91W90,Thioredoxin domain-containing protein 5 OS=Mus musculus OX=10090 GN=Txndc5 PE=1 SV=2,High,Peak Found,0,3.567,3,1,2,1,417,46.4,5.78,2.31,2.26,1,1,protein metabolism;other metabolic processes,ER/Golgi,other molecular function,Pf00085,105245,Txndc5,mmu:105245; Q8R1I6; Q91W90,Neutrophil degranulation; Golgi Associated Vesicle Biogenesis; Lysosome Vesicle Biogenesis,ENSMUSG00000038991,,3,0,0.537,0.293012877,0,130.2,69.8,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9CPV4,Glyoxalase domain-containing protein 4 OS=Mus musculus OX=10090 GN=Glod4 PE=1 SV=1,High,Peak Found,0,2.801,3,1,2,1,298,33.3,5.47,2.05,2.21,1,1,,,,"Pf21207, Pf21701",67201,Glod4,mmu:67201; Q3UUS8; Q9CPV4; Q9CY26; Q9D9F5,,ENSMUSG00000017286,,0,0,0.567,0.3910837334,0,127.6,72.4,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q99PU5,Long-chain-fatty-acid--CoA ligase ACSBG1 OS=Mus musculus OX=10090 GN=Acsbg1 PE=1 SV=1,High,Peak Found,0,13.567,9,4,8,4,721,80.4,5.94,8.19,7.09,4,4,other metabolic processes;other biological processes,plasma membrane;other membranes;ER/Golgi;other cell component,other molecular function,Pf00501,94180,Acsbg1,mmu:94180; Q6ZQ79; Q99PU5,Synthesis of very long-chain fatty acyl-CoAs,ENSMUSG00000032281,PPAR signaling pathway,2,0,0.612,0.5366105471,0,172.7,27.3,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,P21460,Cystatin-C OS=Mus musculus OX=10090 GN=Cst3 PE=1 SV=2,High,Peak Found,0,3.83,8,1,4,1,140,15.5,9,3.53,2.68,1,1,stress response;other biological processes,extracellular matrix;other membranes;cytoskeleton;nucleus;other cytoplasmic organelle;other cell component,enzyme regulator activity;other molecular function,Pf00031,13010,Cst3,mmu:13010; P21460; Q544Y0,Neutrophil degranulation; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation,ENSMUSG00000027447,,3,0,0.883,0.9546907661,51.18,111.6,88.4,25.24,49.36,High,n/a,Peak Found,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,O35874,Neutral amino acid transporter A OS=Mus musculus OX=10090 GN=Slc1a4 PE=1 SV=1,High,Peak Found,0,5.139,5,1,2,1,532,56,5.87,2.18,2.69,1,1,transport;other biological processes,plasma membrane;other membranes;cytoskeleton;other cell component,transporter activity,Pf00375,55963,Slc1a4,mmu:55963; O35874,Amino acid transport across the plasma membrane,ENSMUSG00000020142,,1,0,0.658,0.7125078893,0,120.6,79.4,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,Medium,Master Protein,Q6PDN3,"Myosin light chain kinase, smooth muscle OS=Mus musculus OX=10090 GN=Mylk PE=1 SV=3",High,Peak Found,0.013,0.955,1,1,2,1,1941,212.8,6.25,1.25,0,1,1,transport;other biological processes,plasma membrane;other membranes;cytoskeleton;other cell component,cytoskeletal activity;kinase activity;other molecular function,"Pf00041, Pf00069, Pf07679, Pf16620",,Mylk,Q3TSJ7; Q6PDN3; Q80UX0; Q80YN7; Q80YN8; Q8K026; Q924D2; Q9ERD3,Smooth Muscle Contraction; RHO GTPases activate PAKs,ENSMUSG00000022836,,2,0,1.372,0.8322270673,0,84.3,115.7,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,Medium,Master Protein,P62849,Small ribosomal subunit protein eS24 OS=Mus musculus OX=10090 GN=Rps24 PE=1 SV=1,High,Peak Found,0.03,0.757,11,1,2,1,133,15.4,10.78,1.05,0,1,1,protein metabolism;other metabolic processes;other biological processes,cytosol;translational apparatus;nucleus;other cell component,other molecular function,Pf01282,20088,Rps24,mmu:20088; P16632; P62849; Q642L0; Q6PDB5,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition",ENSMUSG00000025290,Cytoplasmic ribosomal proteins; mRNA processing,12,0,0.47,0.1247720963,132.33,136,64,103.13,24.81,Peak Found,n/a,n/a,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q8VCW8,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial OS=Mus musculus OX=10090 GN=Acsf2 PE=1 SV=1",High,Peak Found,0,5.06,6,3,5,3,615,67.9,8.18,5.09,4.02,3,2,other metabolic processes,,other molecular function,"Pf00501, Pf13193",264895,Acsf2,mmu:264895; Q3TDU9; Q3U5G9; Q8VCW8,Mitochondrial Fatty Acid Beta-Oxidation,ENSMUSG00000076435,,1,0,0.897,0.9705718163,0,156.4,43.6,,,n/a,n/a,n/a,High,n/a,Peak Found,n/a,n/a,1,
TRUE,High,Master Protein,P34884,Macrophage migration inhibitory factor OS=Mus musculus OX=10090 GN=Mif PE=1 SV=2,High,Peak Found,0,2.261,8,1,1,1,115,12.5,7.34,1.69,,1,,cell organization and biogenesis;other metabolic processes;stress response;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,Pf01187,17319,Mif,mmu:17319; P34884,Neutrophil degranulation; Cell surface interactions at the vascular wall,ENSMUSG00000033307,Adipogenesis genes,3,0,1.294,0.8816075353,66.09,87.2,112.8,,57.58,n/a,n/a,n/a,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q8CAQ8,MICOS complex subunit Mic60 OS=Mus musculus OX=10090 GN=Immt PE=1 SV=1,High,Peak Found,0,4.528,3,2,4,2,757,83.8,6.61,3.45,4,2,2,cell organization and biogenesis;other biological processes,other membranes;mitochondrion,,Pf09731,76614,Immt,mmu:76614; Q66JS4; Q7TNE2; Q8C7V1; Q8CAQ8; Q8CCI0; Q8CDA8; Q9D9F6,,ENSMUSG00000052337,,0,0,0.615,0.5508063528,0,123.8,76.2,,,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q03173,Protein enabled homolog OS=Mus musculus OX=10090 GN=Enah PE=1 SV=2,High,Peak Found,0,4.002,3,2,4,2,802,85.8,7.72,3.42,3.7,2,2,cell organization and biogenesis;developmental processes;other biological processes,cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,"Pf00568, Pf08776",13800,Enah,mmu:13800; P70430; P70431; P70432; P70433; Q03173; Q5D053,Signaling by ROBO receptors,ENSMUSG00000022995,Regulation of actin cytoskeleton,2,0,1.018,0.996783417,44.89,110.9,89.1,28.21,18.74,Peak Found,Peak Found,Peak Found,High,n/a,n/a,Peak Found,Peak Found,1,
TRUE,High,Master Protein,O88844,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Mus musculus OX=10090 GN=Idh1 PE=1 SV=2,High,Peak Found,0,6.993,8,3,6,3,414,46.6,7.17,4.16,3.56,3,3,other metabolic processes;stress response;developmental processes;other biological processes,cytosol;mitochondrion;other cytoplasmic organelle,other molecular function,Pf00180,15926,Idh1,mmu:15926; O88844; Q3UAV7,Neutrophil degranulation; Peroxisomal protein import; NADPH regeneration,ENSMUSG00000025950,Glutathione metabolism; Oxidative stress and redox pathway; Glutathione and one-carbon metabolism,6,0,0.729,0.8508676473,42.36,132.6,67.4,,40.94,n/a,n/a,n/a,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,F6ZDS4,Nucleoprotein TPR OS=Mus musculus OX=10090 GN=Tpr PE=1 SV=1,High,Peak Found,0,27.163,6,11,20,11,2431,273.8,5.03,19.51,13.03,11,9,cell cycle OR cell proliferation;other metabolic processes;stress response;transport;signal transduction;other biological processes,other membranes;cytoskeleton;nucleus;other cell component,cytoskeletal activity;nucleic acid binding activity;other molecular function,Pf07926,108989,Tpr,F6ZDS4; mmu:108989; Q8R4A0; Q921B9,Transport of the SLBP independent Mature mRNA; Transport of the SLBP Dependant Mature mRNA; Transport of Mature mRNA Derived from an Intronless Transcript; Transport of Mature mRNA derived from an Intron-Containing Transcript; Regulation of Glucokinase by Glucokinase Regulatory Protein; snRNP Assembly; SUMOylation of DNA damage response and repair proteins; SUMOylation of ubiquitinylation proteins; Nuclear Pore Complex (NPC) Disassembly; Regulation of HSF1-mediated heat shock response; SUMOylation of SUMOylation proteins; SUMOylation of chromatin organization proteins; SUMOylation of RNA binding proteins; SUMOylation of DNA replication proteins; Transcriptional regulation by small RNAs,ENSMUSG00000006005,,15,0,1.038,0.996783417,36.87,118.3,81.7,87.92,73.75,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q8BTI8,Serine/arginine repetitive matrix protein 2 OS=Mus musculus OX=10090 GN=Srrm2 PE=1 SV=3,High,Peak Found,0,15.032,2,4,9,4,2703,294.7,12.03,7.54,4.31,4,3,RNA metabolism OR transcription;other metabolic processes,nucleus,nucleic acid binding activity;other molecular function,Pf08312,75956,Srrm2,E9QNB0; mmu:75956; Q3TBY5; Q569P9; Q80U37; Q8BTI8; Q8K383,mRNA Splicing - Major Pathway,ENSMUSG00000039218,,1,0,0.658,0.7075795752,28.75,119.9,80.1,47.51,65.54,Peak Found,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q9Z1M8,Protein Red OS=Mus musculus OX=10090 GN=Ik PE=1 SV=2,High,Peak Found,0.003,1.468,2,1,2,1,557,65.6,6.64,1.16,0,1,1,cell cycle OR cell proliferation;RNA metabolism OR transcription;other metabolic processes;signal transduction;other biological processes,cytoskeleton;nucleus;other cell component,,"Pf07807, Pf07808",24010,Ik,mmu:24010; Q8R0P0; Q95H93; Q9Z1M8,mRNA Splicing - Major Pathway,,,1,0,0.57,0.3286659209,15.86,127.4,72.6,14.94,,Peak Found,Peak Found,Peak Found,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q80X90,Filamin-B OS=Mus musculus OX=10090 GN=Flnb PE=1 SV=3,High,Peak Found,0,4.477,1,2,4,2,2602,277.7,5.71,2.77,3.64,2,2,cell organization and biogenesis;stress response;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,"Pf00307, Pf00630",286940,Flnb,E9QNV9; mmu:286940; Q80X90; Q8VHX4; Q8VHX7; Q99KY3,ISG15 antiviral mechanism,ENSMUSG00000025278,,1,0,0.866,0.9546907661,14.38,108,92,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9D1D4,Transmembrane emp24 domain-containing protein 10 OS=Mus musculus OX=10090 GN=Tmed10 PE=1 SV=1,High,Peak Found,0,2.267,5,1,2,1,219,24.9,6.7,2.22,2.25,1,1,cell organization and biogenesis;transport;other biological processes,plasma membrane;other membranes;ER/Golgi;other cell component,transporter activity;other molecular function,Pf01105,68581,Tmed10,mmu:68581; Q3U7I7; Q6P227; Q922U8; Q9D1D4,COPI-mediated anterograde transport; COPI-dependent Golgi-to-ER retrograde traffic; COPII-mediated vesicle transport; Cargo concentration in the ER,ENSMUSG00000021248,mRNA processing,5,0,1.308,0.8644163811,42,86.7,113.3,38.55,,n/a,n/a,Peak Found,High,n/a,n/a,n/a,Peak Found,1,
TRUE,Medium,Master Protein,Q9EPQ1,Toll-like receptor 1 OS=Mus musculus OX=10090 GN=Tlr1 PE=1 SV=1,High,Peak Found,0.017,0.852,1,1,2,1,795,90.6,7.52,,0,,1,stress response;signal transduction;other biological processes,plasma membrane;other membranes;ER/Golgi;other cell component,signal transduction activity or receptor binding;other molecular function,"Pf01463, Pf01582, Pf13855",21897,Tlr1,mmu:21897; Q9EPQ1; Q9EPW5,Regulation of TLR by endogenous ligand; Beta defensins,ENSMUSG00000044827,,2,0,0.341,0.008383588337,27.81,149.1,50.9,3.38,49.2,Peak Found,Peak Found,High,High,Peak Found,n/a,Peak Found,Peak Found,1,
TRUE,High,Master Protein,P16460,Argininosuccinate synthase OS=Mus musculus OX=10090 GN=Ass1 PE=1 SV=1,High,Peak Found,0,2.391,3,1,2,1,412,46.6,8.22,1.86,1.97,1,1,other metabolic processes;stress response;developmental processes;other biological processes,other membranes;cytosol;mitochondrion;nucleus;other cell component,other molecular function,"Pf00764, Pf20979",11898,Ass1,mmu:11898; P16460,Urea cycle,ENSMUSG00000076441,Alanine and aspartate metabolism,2,0,0.845,0.9546907661,59.02,108.4,91.6,,52.3,n/a,n/a,n/a,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,P97807,"Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh PE=1 SV=3",High,Peak Found,0,4.131,5,2,4,2,507,54.3,9.04,3.33,3.8,2,2,DNA metabolism;other metabolic processes;stress response;other biological processes,cytosol;mitochondrion;nucleus;other cell component,other molecular function,"Pf00206, Pf10415",14194,Fh,mmu:14194; P97807; Q3UIA9; Q99JL0; Q9DCX0,Mitochondrial protein degradation; Citric acid cycle (TCA cycle),ENSMUSG00000026526,TCA cycle; Amino acid metabolism,4,0,1.065,0.9834217595,15.62,128.1,71.9,,35.41,n/a,n/a,n/a,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,P62754,Small ribosomal subunit protein eS6 OS=Mus musculus OX=10090 GN=Rps6 PE=1 SV=1,High,Peak Found,0,4.27,5,1,8,1,249,28.7,10.84,5.88,2.09,1,1,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;developmental processes;signal transduction;other biological processes,cytosol;ER/Golgi;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf01092,20104,Rps6,mmu:20104; P08227; P10660; P62754,"Protein hydroxylation; mTORC1-mediated signalling; L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition",ENSMUSG00000028495,Cytoplasmic ribosomal proteins; Focal adhesion: PI3K-Akt-mTOR signaling pathway; mRNA processing,15,0,1.055,0.9932463579,109.5,113.4,86.6,33.07,105.57,High,High,High,High,Peak Found,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9R0P4,Small acidic protein OS=Mus musculus OX=10090 GN=Smap PE=1 SV=1,High,Peak Found,0,7.828,9,1,2,1,181,20,4.82,3.14,3.43,1,1,,,,Pf15477,56372,Smap,mmu:56372; Q9R0P4,,ENSMUSG00000030663,,0,0,0.82,0.9461156536,8.56,109.9,90.1,12.68,,Peak Found,n/a,Peak Found,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,O88343,Electrogenic sodium bicarbonate cotransporter 1 OS=Mus musculus OX=10090 GN=Slc4a4 PE=1 SV=2,High,Peak Found,0,4.02,3,3,5,3,1079,121.4,6.84,4.53,0,3,2,transport;other biological processes,plasma membrane;other membranes,transporter activity,"Pf00955, Pf07565",54403,Slc4a4,mmu:54403; O88343; Q3USE4; Q8BUG0; Q8QZR9; Q9R1C4,Bicarbonate transporters,ENSMUSG00000060961,,1,0,1.046,0.996783417,27.02,115.3,84.7,38.65,19.53,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q99L47,Hsc70-interacting protein OS=Mus musculus OX=10090 GN=St13 PE=1 SV=1,High,Peak Found,0,9.585,13,4,8,4,371,41.6,5.26,6.88,5.23,4,4,protein metabolism;other metabolic processes;other biological processes,cytosol;other cell component,other molecular function,"Pf13181, Pf17830, Pf18253",70356,St13,mmu:70356; Q4FJT4; Q99L47,Regulation of HSF1-mediated heat shock response,ENSMUSG00000022403,,1,0,0.973,0.996783417,71.02,69.6,130.4,114.63,44.73,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,P70349,Adenosine 5'-monophosphoramidase HINT1 OS=Mus musculus OX=10090 GN=Hint1 PE=1 SV=3,High,n/a,0,3.013,11,1,2,1,126,13.8,6.87,1.83,1.77,1,1,protein metabolism;other metabolic processes;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;nucleus;other cell component,other molecular function,Pf01230,15254,Hint1,mmu:15254; P70349,Regulation of MITF-M-dependent genes involved in apoptosis; Regulation of MITF-M-dependent genes involved in cell cycle and proliferation; Transcriptional and post-translational regulation of MITF-M expression and activity,ENSMUSG00000020267,,3,0,,,,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,Medium,Master Protein,O08663,Methionine aminopeptidase 2 OS=Mus musculus OX=10090 GN=Metap2 PE=1 SV=1,High,n/a,0.017,0.879,2,1,1,1,478,52.9,5.82,,1.73,,1,protein metabolism;other metabolic processes,other cell component,other molecular function,Pf00557,56307,Metap2,mmu:56307; O08663,"Inactivation, recovery and regulation of the phototransduction cascade",ENSMUSG00000036112,,1,0,,,,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q9CR86,Calcium-regulated heat stable protein 1 OS=Mus musculus OX=10090 GN=Carhsp1 PE=1 SV=1,High,n/a,0,2.68,11,1,2,1,148,16.1,8.21,1.47,0,1,1,other biological processes,cytosol;other cell component,nucleic acid binding activity,Pf00313,52502,Carhsp1,mmu:52502; Q9CR86,,ENSMUSG00000008393,,0,0,0.01,0,,100,,6,,Peak Found,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q6P4T2,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Mus musculus OX=10090 GN=Snrnp200 PE=1 SV=1,High,n/a,0.003,1.379,1,1,2,1,2136,244.4,6.06,1.36,0,1,1,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes,nucleus,nucleic acid binding activity;other molecular function,"Pf00270, Pf00271, Pf02889, Pf18149, Pf21188",320632,Snrnp200,mmu:320632; Q69ZZ3; Q6P4T2,mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway,ENSMUSG00000003660,,2,0,,,,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,P52760,2-iminobutanoate/2-iminopropanoate deaminase OS=Mus musculus OX=10090 GN=Rida PE=1 SV=3,High,n/a,0,2.646,10,1,2,1,135,14.2,8.68,1.59,0,1,1,RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;mitochondrion;nucleus;other cytoplasmic organelle,nucleic acid binding activity;other molecular function,Pf01042,15473,Rida,mmu:15473; P52760; Q569N4,Threonine catabolism,ENSMUSG00000022323,,1,0,,,,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,Medium,Master Protein,Q6NXM6,"Gene model 1008, (NCBI) OS=Mus musculus OX=10090 GN=Zfp663 PE=2 SV=1",High,n/a,0.029,0.738,2,1,1,1,656,74.2,8.97,1.13,,1,,other biological processes,nucleus,nucleic acid binding activity;other molecular function,"Pf00096, Pf01352",381405,Zfp663,mmu:381405; Q6NXM6,,ENSMUSG00000056824,,0,0,,,,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q62283,Tetraspanin-7 OS=Mus musculus OX=10090 GN=Tspan7 PE=1 SV=2,High,n/a,0.001,1.825,6,1,2,1,249,27.5,7.2,1.37,0,1,1,other biological processes,plasma membrane;other membranes,,Pf00335,21912,Tspan7,mmu:21912; O88429; Q62283; Q9DBS3,Trafficking of GluR2-containing AMPA receptors,ENSMUSG00000058254,,1,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,P48432,Transcription factor SOX-2 OS=Mus musculus OX=10090 GN=Sox2 PE=1 SV=2,High,n/a,0,2.857,6,1,2,1,319,34.4,9.82,1.4,0,1,1,cell cycle OR cell proliferation;other metabolic processes;developmental processes;signal transduction;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00505, Pf12336",20674,Sox2,mmu:20674; P48432,Deactivation of the beta-catenin transactivating complex,,Dopaminergic neurogenesis; Mechanisms associated with pluripotency; miRNAs and TFs in iPS Cell Generation; Wnt signaling pathway and pluripotency,5,0,,,,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q00493,Carboxypeptidase E OS=Mus musculus OX=10090 GN=Cpe PE=1 SV=2,High,n/a,0.001,1.622,3,1,1,1,476,53.2,5.19,1.48,,1,,cell-cell signaling;protein metabolism;other metabolic processes;transport;developmental processes;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes;ER/Golgi;other cell component,signal transduction activity or receptor binding;other molecular function,"Pf00246, Pf13620",12876,Cpe,mmu:12876; Q00493; Q64439,,ENSMUSG00000037852,,0,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q9QXT0,Protein canopy homolog 2 OS=Mus musculus OX=10090 GN=Cnpy2 PE=1 SV=1,High,n/a,0,4.642,7,1,2,1,182,20.8,5.07,2.65,3.01,1,1,other biological processes,ER/Golgi,,Pf11938,56530,Cnpy2,mmu:56530; Q3UBH8; Q9QXT0,,ENSMUSG00000025381,,0,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,P29391,Ferritin light chain 1 OS=Mus musculus OX=10090 GN=Ftl1 PE=1 SV=2,High,n/a,0.006,1.155,13,1,2,1,183,20.8,6,1.24,0,1,1,transport;other biological processes,non-structural extracellular;other cytoplasmic organelle;other cell component,other molecular function,Pf00210,,Ftl1,P29391; Q8WUQ8,,,,0,0,0.01,0,,100,,,,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,P28474,Alcohol dehydrogenase class-3 OS=Mus musculus OX=10090 GN=Adh5 PE=1 SV=3,High,n/a,0.01,1.039,2,1,2,1,374,39.5,7.25,1.71,2.01,1,1,other metabolic processes;stress response;other biological processes,cytosol;mitochondrion,other molecular function,"Pf00107, Pf08240",11532,Adh5,mmu:11532; P28474; Q3TW83; Q8C662,Ethanol oxidation,ENSMUSG00000028138,,1,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,Medium,Master Protein,Q9DAW9,Calponin-3 OS=Mus musculus OX=10090 GN=Cnn3 PE=1 SV=1,High,n/a,0.029,0.736,3,1,1,1,330,36.4,5.72,1.24,,1,,cell organization and biogenesis;other biological processes,cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,"Pf00307, Pf00402",71994,Cnn3,mmu:71994; Q3TW23; Q9DAW9,,ENSMUSG00000053931,,0,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q64213,Splicing factor 1 OS=Mus musculus OX=10090 GN=Sf1 PE=1 SV=6,High,n/a,0,3.009,2,1,2,1,653,70.4,8.98,2.17,2.47,1,1,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;developmental processes;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00098, Pf16275, Pf22675",,Sf1,E9QK02; O08817; P70167; Q61454; Q64213; Q921Z4,mRNA Splicing - Major Pathway,ENSMUSG00000024949,,1,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q64511,DNA topoisomerase 2-beta OS=Mus musculus OX=10090 GN=Top2b PE=1 SV=2,High,n/a,0,4.797,3,3,6,3,1612,181.8,8.29,4.21,2.33,3,3,cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;developmental processes;other biological processes,cytosol;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00204, Pf00521, Pf01751, Pf02518, Pf08070, Pf16898",21974,Top2b,mmu:21974; Q64511; Q7TQG4,SUMOylation of DNA replication proteins,ENSMUSG00000017485,,1,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
